%
% TAO problem file
% Mode         : grid
% File name    : graphic.tao.radial.arff
% Generated at : Fri Nov 24 18:18:51 CET 2000
%

@RELATION TAO_grid

@ATTRIBUTE x     REAL
@ATTRIBUTE y     REAL
@ATTRIBUTE a     REAL
@ATTRIBUTE b     REAL
@ATTRIBUTE c     REAL
@ATTRIBUTE d     REAL
@ATTRIBUTE class {black,white}

@DATA
-0.333333,0.583333,0.0637635,0.263517,0.0232007,-0.267404,white
-0.375,0.208333,-0.231301,0.0150017,-0.179592,-0.255162,white
-0.375,0.708333,0.126314,-0.0932777,0.533321,-0.101105,white
-0.416667,0.0416667,-0.0328767,0.260489,-0.0524095,-0.122847,black
-0.416667,0.25,-0.0446725,0.215756,-0.708193,-0.32555,white
-0.416667,0.875,-0.358721,0.00477186,0.0120283,0.536826,black
-0.458333,0.291667,-0.304527,0.0732143,-0.332041,-0.323022,black
-0.458333,0.333333,-0.0298358,-0.0285054,0.0039936,-0.217511,white
-0.5,0.375,0.326481,0.151592,-0.0465262,0.225757,black
-0.5,0.791667,-0.0848059,0.548566,-0.0188377,0.240749,black
-0.541667,0.333333,-0.0869992,0.629354,-0.282039,0.279421,black
-0.541667,0.75,0.0153071,-0.00678221,0.00811289,0.144771,black
-0.583333,0,-0.207225,-0.00912631,0.203898,0.214815,black
-0.583333,0.5,-0.230754,0.438166,-0.199129,0.202118,black
-0.625,0.0416667,0.652375,0.0424231,-0.0476486,-0.095253,black
-0.666667,0,0.0669256,0.126419,-0.0142154,-0.0192912,black
-0.666667,0.416667,0.171352,-0.403125,-0.414689,-0.134618,black
-0.666667,0.666667,0.0543738,-0.00845073,0.0402617,-0.329574,black
-0.708333,0.5,-0.430288,0.0110648,0.054163,0.0128248,black
-0.75,0,-0.185076,-0.195746,-0.251675,0.146107,black
-0.75,0.416667,0.130795,-0.125783,-0.456731,-0.453648,black
-0.791667,0.0833333,-0.236732,0.131548,-0.105908,-0.0940687,black
-0.791667,0.5,0.0232175,0.056044,0.254786,0.659156,black
-0.833333,0.375,-0.026203,-0.141952,-0.030199,-0.108977,black
-0.875,0.25,-0.269236,0.633515,-0.258848,-0.356669,black
-0.916667,0.208333,0.541471,-0.648403,-0.00312903,0.314043,black
-0.958333,0.0416667,0.264323,0.315344,-0.131816,0.304624,black
0,0.0416667,0.046358,-0.0117475,-0.402622,0.0581113,white
0,0.583333,0.104199,0.343186,-0.0625936,-0.248398,black
0,1,0.00270247,-0.102756,-0.50451,-0.42082,white
0.0416667,0.125,-0.303511,0.0825224,0.199916,-0.194038,white
0.0833333,0.0833333,0.0913682,-0.108965,0.0373943,-0.288828,white
0.0833333,0.5,-0.188481,-0.516769,-0.625232,0.0524023,black
0.0833333,0.625,0.00271074,-0.245792,0.51545,-0.134878,black
0.0833333,0.666667,0.0925338,0.394728,-0.228917,0.542545,white
0.125,0.125,-0.255489,0.163762,-0.456953,-0.325549,white
0.125,0.625,-0.00625896,0.0435847,0.0530673,-0.656804,white
0.166667,0.291667,0.468088,-0.203325,-0.504658,-0.0371282,white
0.166667,0.708333,0.212592,0.168869,-0.068799,-0.392072,white
0.166667,0.833333,0.0748836,0.0859072,-0.216752,-0.321722,white
0.208333,0.5,0.149828,-0.216309,0.127458,-0.0311985,white
0.25,0.0416667,0.336386,-0.00412714,0.358084,0.52744,white
0.25,0.375,0.237405,-0.234364,0.150631,-0.0854388,white
0.25,0.791667,0.000416991,0.16487,0.59326,0.0571848,white
0.291667,0.0833333,0.00920972,0.258845,-0.414483,0.443766,white
0.291667,0.333333,-0.257957,0.190784,-0.243105,0.204948,white
0.291667,0.791667,0.0784463,0.0897999,0.028254,0.0744392,white
0.333333,0.416667,-0.328429,-0.56978,0.112441,-0.0357477,white
0.333333,0.833333,0.0314688,0.514562,0.388872,-0.162975,white
0.375,0.0833333,-0.399175,0.141537,-0.417466,0.0603353,white
0.375,0.75,0.120456,-0.0451202,-0.267768,-0.188346,white
0.416667,0.291667,-0.0435793,-0.370689,-0.107806,-0.228168,white
0.416667,0.375,-0.00972832,-0.275735,0.0482095,0.159585,white
0.458333,0.208333,0.157556,-0.112362,0.363675,0.0522843,white
0.458333,0.541667,0.0665415,0.00652475,-0.335215,-0.161583,white
0.458333,0.75,0.311919,0.140962,0.0911031,-0.0765227,white
0.5,0.541667,0.306803,0.477516,-0.0527531,0.181956,white
0.5,0.833333,-0.24567,-0.0827404,-0.184452,-0.0491648,white
0.541667,0.416667,0.126669,-0.241054,-0.280214,0.0159081,white
0.583333,0.0416667,0.435002,-0.106189,0.165007,0.414707,white
0.583333,0.333333,-0.219651,0.507896,-0.487581,0.42264,white
0.583333,0.75,-0.104976,0.253915,0.0258805,0.139025,white
0.625,0.25,-0.179337,-0.299585,-0.0567705,0.412376,white
0.625,0.666667,-0.0268739,-0.227634,0.168709,-0.571524,white
0.666667,0.333333,-0.0311107,0.191287,0.296909,0.463881,white
0.666667,0.708333,0.232325,-0.328856,-0.340843,-0.3148,white
0.708333,0.375,-0.207825,0.225047,0.258753,0.166552,white
0.75,0.125,-0.467321,0.0740055,-0.205208,0.358444,white
0.75,0.541667,-0.234746,-0.124199,0.140179,-0.30131,white
0.791667,0.25,0.469568,0.433056,-0.276321,-0.0167753,white
0.833333,0.166667,0.27539,-0.173114,-0.288538,0.371867,white
0.875,0,-0.299355,-0.199118,-0.181059,0.040826,white
0.916667,0.0416667,-0.145245,-0.114378,0.276545,0.296916,white
0.916667,0.125,-0.081189,-0.236019,-0.497184,-0.431693,white
0.958333,0.208333,0.451015,0.150177,-0.184997,0.0932915,white
0,-0.125,-0.00946847,-0.319524,-0.2291,-0.0570286,black
0.0416667,-0.0833333,0.422609,-0.432072,0.74803,-0.0500386,black
0.0416667,-0.375,0.126834,-0.0372804,-0.363624,-0.279544,white
0.0416667,-0.666667,-0.372788,-0.359366,0.00468982,-0.329463,black
0.0833333,-0.291667,-0.140221,-0.0975352,0.42358,0.229765,black
0.0833333,-0.375,-0.502713,-0.0279058,0.0225784,-0.174959,white
0.125,-0.208333,0.201682,-0.121583,0.554731,0.193796,black
0.125,-0.291667,-0.0278422,0.284878,-0.0576505,-0.0378592,black
0.166667,0,-0.00206551,-0.103448,-0.0846941,0.0458416,white
0.166667,-0.291667,0.229571,0.202632,0.297741,0.537131,black
0.166667,-0.333333,-0.36894,0.131548,0.718918,0.102917,black
0.166667,-0.833333,-0.0693603,-0.530484,-0.278749,-0.260535,black
0.208333,-0.291667,-0.330467,0.0813761,-0.311148,-0.27265,black
0.25,-0.0833333,-0.729962,-0.000447981,-0.456705,-0.238037,black
0.25,-0.541667,0.455703,0.164409,-0.133495,-0.163171,black
0.291667,-0.0833333,0.184984,-0.27358,-0.154218,-0.0311566,white
0.291667,-0.125,-0.041526,0.528092,-0.0369159,-0.208643,black
0.291667,-0.583333,-0.202492,0.0396685,0.554308,0.0497312,black
0.333333,-0.291667,0.279507,0.5038,-0.439744,0.023881,black
0.333333,-0.666667,-0.376773,-0.0409564,-0.0246306,-0.0822997,black
0.333333,-0.875,-0.283214,-0.0535978,0.21902,-0.160744,white
0.375,-0.291667,-0.227869,0.239242,0.172501,0.343679,black
0.416667,0,-0.408174,-0.0219379,0.233989,0.244969,white
0.416667,-0.25,0.157562,-0.0408902,-0.249557,-0.0901303,black
0.416667,-0.708333,0.115304,-0.180485,0.0740904,0.0330776,black
0.458333,-0.0416667,0.0635415,-0.468504,0.301352,-0.239233,white
0.458333,-0.375,-0.0583891,-0.316291,0.0814413,0.500854,black
0.458333,-0.791667,-0.208061,-0.463687,-0.0566068,0.401218,white
0.5,-0.583333,-0.164779,0.273648,-0.149549,0.063335,white
0.541667,-0.125,0.170082,0.645418,0.173326,-0.254172,white
0.541667,-0.416667,0.285789,0.248999,0.173522,-0.470567,white
0.541667,-0.625,0.050389,-0.239563,0.0873711,-0.293145,white
0.583333,-0.458333,-0.44016,0.490777,-0.370452,0.279009,white
0.583333,-0.708333,0.27071,0.493644,0.15945,0.055635,white
0.625,-0.5,-0.0162105,-0.53739,0.0268669,0.19031,white
0.625,-0.625,0.239249,-0.213802,0.05951,0.095332,white
0.666667,-0.375,-0.535632,-0.0537383,0.201886,0.285104,white
0.708333,-0.0416667,-0.282424,0.253956,-0.503069,-0.427235,white
0.708333,-0.541667,-0.347916,0.206627,0.0033291,0.249117,white
0.75,-0.208333,0.549047,-0.361387,0.0739598,-0.119912,white
0.75,-0.583333,0.00571321,0.198466,0.0109954,0.201673,white
0.791667,-0.166667,-0.0171258,0.197367,-0.163184,-0.0463078,white
0.833333,-0.333333,-0.506546,0.125086,-0.0524872,-0.102532,white
0.875,0,-0.0675486,-0.0699132,0.289835,0.12112,white
0.875,-0.25,-0.286493,0.164801,-0.143998,0.0277959,white
0.916667,-0.291667,0.255737,0.418285,-0.0223007,-0.107805,white
0.958333,-0.125,-0.286454,-0.190011,0.357578,0.307315,white
0,-0.0416667,0.252322,0.373182,-0.0533326,-0.638395,black
-0.0416667,0,0.147963,-0.137355,-0.10748,-0.141737,black
-0.0416667,-0.583333,-0.0138383,0.299192,-0.297153,0.252252,white
-0.0416667,-0.75,-0.334526,0.0653779,0.133491,0.156242,black
-0.0833333,-0.25,-0.398463,-0.192197,-0.179147,0.26984,black
-0.0833333,-0.291667,0.120478,-0.390125,-0.347373,0.297097,black
-0.0833333,-0.375,0.540756,-0.176059,0.0679613,-0.102649,white
-0.125,-0.375,-0.0587421,-0.0288226,-0.742778,-0.551682,black
-0.125,-0.75,0.0958171,0.212458,-0.0817315,-0.675999,black
-0.166667,-0.0416667,0.0420616,0.056957,-0.710678,-0.164291,black
-0.166667,-0.666667,-0.0223051,-0.0165765,0.232913,-0.224721,black
-0.208333,0,-0.103021,0.173644,0.136428,-0.127459,black
-0.208333,-0.333333,-0.123113,-0.0615969,-0.14633,0.150378,black
-0.208333,-0.791667,0.0102715,0.0446652,0.0818165,-0.0920236,black
-0.25,-0.375,0.257663,-0.0223651,-0.219202,0.0159308,black
-0.25,-0.916667,-0.100953,0.196257,-0.428839,0.226195,black
-0.291667,-0.0833333,-0.25029,0.0932444,0.218184,0.0982735,black
-0.291667,-0.416667,0.251178,0.226321,0.0285277,0.0579654,black
-0.333333,-0.0416667,-0.346978,-0.12802,0.239571,-0.0483376,black
-0.333333,-0.333333,0.228656,0.0194781,-0.133437,-0.285144,black
-0.333333,-0.791667,-0.118517,0.0687596,0.0252618,0.152154,black
-0.375,-0.375,-0.356402,-0.299788,0.178778,0.33112,black
-0.375,-0.833333,0.273376,-0.410467,-0.474757,0.210603,black
-0.416667,-0.208333,-0.285876,0.0175038,0.0827524,0.0117075,black
-0.416667,-0.791667,0.150335,-0.0622053,-0.549673,-0.214841,black
-0.458333,-0.208333,-0.737269,-0.113538,-0.0415935,-0.309593,black
-0.458333,-0.625,-0.103232,0.491696,-0.174012,0.168827,black
-0.5,-0.0833333,-0.223578,-0.0831205,0.0363494,0.0976533,black
-0.5,-0.666667,0.0644889,0.0569631,-0.292522,-0.448943,black
-0.541667,-0.125,-0.429599,-0.307293,0.0602598,0.0210594,black
-0.541667,-0.458333,-0.282871,-0.243774,-0.523551,-0.00630049,black
-0.541667,-0.833333,0.0374544,-0.125126,0.392981,0.0607522,black
-0.583333,-0.25,-0.230234,-0.386611,-0.360391,0.223818,black
-0.625,-0.0833333,-0.226282,-0.482056,-0.432688,-0.0830004,black
-0.625,-0.375,-0.205206,-0.106405,-0.0615348,-0.449464,black
-0.625,-0.75,-0.361358,0.194296,-0.205811,0.00688988,black
-0.666667,-0.333333,-0.525662,0.0214154,-0.272558,-0.213566,black
-0.708333,0,0.422541,-0.0871113,0.263648,-0.164486,black
-0.708333,-0.625,-0.195015,0.0765274,0.0129185,0.361901,black
-0.75,-0.333333,-0.512358,0.262667,-0.173605,-0.103779,black
-0.791667,-0.0416667,0.175572,0.289997,0.373938,0.121445,black
-0.791667,-0.291667,-0.128807,-0.149549,-0.169787,-0.304151,black
-0.833333,-0.375,0.202599,-0.276555,0.204464,-0.145205,black
-0.833333,-0.541667,0.102175,-0.167581,-0.129576,-0.305355,black
-0.916667,-0.0833333,0.106443,0.155166,0.282512,-0.481646,black
-0.958333,-0.0416667,-0.227928,0.0809488,-0.73372,-0.291051,black
0,0.166667,0.294794,-0.296795,0.352658,-0.111614,white
-0.0416667,0,0.0565855,0.0966201,-0.542685,0.196541,black
-0.0416667,0.166667,0.315347,-0.223117,-0.0773669,0.096956,white
-0.0416667,0.625,-0.218548,0.270805,0.090972,0.068045,black
-0.0416667,0.708333,-0.314347,0.10119,0.409362,-0.0762784,white
-0.0833333,0.166667,0.243996,-0.32867,0.0796857,0.440298,white
-0.0833333,0.708333,0.298153,-0.503335,-0.626114,0.0508701,white
-0.125,0.333333,-0.226821,0.462847,0.143854,-0.662562,white
-0.125,0.541667,-0.378087,-0.572571,-0.0575384,-0.410882,black
-0.166667,0.0833333,0.0136171,0.275337,0.85376,0.0947821,white
-0.166667,0.5,-0.515904,0.147316,-0.111884,-0.112607,black
-0.166667,0.583333,0.221957,0.0209019,0.428475,0.136723,white
-0.166667,0.791667,0.249483,0.391564,0.361052,-0.0555975,white
-0.208333,0.208333,0.270753,-0.445359,-0.560598,0.399259,white
-0.208333,0.75,-0.0212142,0.246961,0.33937,-0.204015,white
-0.25,0.541667,-0.135303,-0.0999547,0.062872,0.417535,white
-0.25,0.875,0.218575,0.370695,0.076226,0.104607,white
-0.291667,0.208333,-0.277548,0.065154,0.193961,-0.107726,white
-0.291667,0.666667,0.466094,-0.18141,-0.41406,-0.0658864,white
-0.333333,0.0833333,0.0521645,0.0525284,0.132775,0.343416,black
-0.333333,0.416667,-0.281971,0.213336,-0.140966,0.119427,white
-0.375,0.166667,-0.174812,0.325986,0.10779,0.0367922,black
-0.375,0.333333,0.414604,-0.0142722,0.197659,0.207585,white
-0.375,0.416667,0.382839,-0.0584123,0.581851,-0.222041,white
-0.416667,0.208333,-0.106066,0.532617,0.137961,-0.393012,black
-0.416667,0.458333,-0.425088,0.124242,-0.0447747,0.191828,white
-0.458333,0.166667,-0.375069,0.38782,-0.122745,0.473801,black
-0.458333,0.416667,-0.42302,0.716704,-0.0435092,-0.0473545,white
-0.5,0.416667,-0.554918,-0.557095,-0.0625277,0.521499,black
-0.5,0.708333,0.673039,0.111134,0.365209,-0.47795,black
-0.541667,0.416667,-0.407458,0.116585,0.457061,0.115405,black
-0.541667,0.833333,0.255821,-0.0778641,-0.320648,-0.325317,black
-0.583333,0.125,0.10343,0.354997,-0.359902,-0.125557,black
-0.583333,0.416667,-0.560112,-0.212804,0.170806,-0.299247,black
-0.625,0.291667,0.223401,0.30623,-0.161326,0.152994,black
-0.625,0.583333,-0.203788,-0.188973,0.392931,0.321788,black
-0.666667,0.291667,0.615333,0.342227,-0.00965773,-0.234639,black
-0.666667,0.625,-0.313877,-0.489146,0.339394,-0.509067,black
-0.708333,0.458333,0.503641,-0.371953,0.384494,0.132014,black
-0.75,0.125,-0.4077,-0.133953,-0.130112,-0.0808865,black
-0.75,0.333333,-0.248521,-0.0659414,-0.128796,-0.232664,black
-0.791667,0.375,0.335974,-0.178921,-0.297731,0.338128,black
-0.833333,0.166667,0.556744,0.144105,-0.0982691,0.266333,black
-0.833333,0.416667,-0.19774,0.0868348,0.0672731,0.196935,black
-0.875,0.208333,0.0044947,0.020878,0.000428151,-0.307252,black
-0.916667,0.166667,0.0116058,0.227558,-0.198767,0.142307,black
-0.958333,0.0833333,-0.0374262,-0.516456,0.00501313,0.169261,black
0,0.25,-0.155325,-0.090489,-0.162015,0.0456458,white
0,0.458333,0.549002,0.115038,-0.428065,0.593624,black
0,0.833333,-0.11459,-0.231657,-0.0272187,-0.0653458,white
0.0416667,0.666667,-0.0183277,0.218535,-0.0841302,-0.478483,white
0.0416667,0.958333,-0.207371,-0.360916,0.457948,0.0880267,white
0.0833333,0.458333,0.126394,0.206398,-0.045433,-0.346612,black
0.0833333,0.75,0.048078,0.310992,0.195188,-0.132642,white
0.125,0.0416667,0.146266,-0.313122,-0.678104,-0.111687,white
0.125,0.458333,-0.158774,-0.352607,0.388798,0.0798814,black
0.125,0.791667,-0.309176,0.00203239,-0.0362636,-0.221997,white
0.166667,0.166667,-0.218495,0.42563,-0.0323229,-0.176066,white
0.166667,0.458333,-0.122517,0.109517,-0.0392009,0.184197,white
0.166667,0.875,0.263395,0.402857,0.111388,0.0760944,white
0.208333,0.25,-0.0291747,0.0377678,0.415934,-0.362562,white
0.208333,0.875,0.133512,0.473379,0.446689,-0.271222,white
0.25,0.458333,0.349606,-0.371051,0.210434,-0.437061,white
0.25,0.625,0.0921268,-0.152675,-0.0514442,-0.167162,white
0.25,0.958333,0.283618,-0.417102,0.177741,-0.235092,white
0.291667,0.583333,0.158127,-0.412894,0.00132834,0.31681,white
0.291667,0.75,-0.115507,-0.144965,-0.0516958,0.317616,white
0.333333,0.333333,-0.141096,-0.0533947,-0.188826,-0.333093,white
0.333333,0.916667,0.139398,0.234563,0.134679,-0.427707,white
0.375,0.25,-0.323708,0.357724,-0.329919,0.0936843,white
0.375,0.625,-0.0677099,-0.339505,0.0839728,-0.0258097,white
0.416667,0.208333,-0.0716814,0.146818,-0.312916,-0.0724104,white
0.416667,0.75,0.331732,0.224429,-0.155774,-0.155497,white
0.458333,0.0416667,-0.668011,-0.00470674,0.268837,-0.0900724,white
0.458333,0.291667,0.388665,-0.158973,-0.131153,0.167415,white
0.5,0,0.115121,-0.36804,0.0315642,-0.117592,white
0.5,0.5,0.403707,0.0825857,-0.0280648,-0.199745,white
0.5,0.708333,0.321972,0.1972,0.74428,0.0481056,white
0.541667,0.458333,0.0941882,0.398008,-0.0351373,-0.241103,white
0.541667,0.791667,0.207674,0.00560354,-0.00928218,0.0433727,white
0.583333,0.291667,-0.315628,-0.535116,-0.0489111,-0.587259,white
0.583333,0.708333,-0.0978939,0.15476,0.118893,0.432979,white
0.625,0.416667,0.153566,-0.433187,0.000344646,0.0445253,white
0.666667,0,0.0779509,-0.0358287,-0.0330321,-0.393454,white
0.666667,0.5,-0.441605,-0.220422,-0.188907,0.00642226,white
0.708333,0.0833333,-0.00887231,-0.339685,0.155593,-0.00313338,white
0.708333,0.625,0.102417,-0.207641,-0.344896,0.71008,white
0.75,0.166667,0.065762,0.15587,0.0728903,0.400106,white
0.75,0.5,-0.0740665,0.0846235,-0.0829547,-0.223948,white
0.791667,0.208333,0.230892,-0.0641763,0.2835,-0.226948,white
0.791667,0.541667,-0.0257947,0.278094,0.108878,-0.167467,white
0.833333,0.541667,-0.173646,-0.0558761,0.388143,-0.258814,white
0.875,0.375,-0.123148,0.221598,-0.188325,0.37623,white
0.916667,0.375,-0.152926,0.0710594,-0.443153,-0.191974,white
0,-0.291667,-0.110232,-0.318482,-0.551377,-0.300171,black
0,-0.375,-0.272488,0.138496,0.0891585,-0.50024,white
0,-0.666667,-0.587645,-0.125267,0.0126329,-0.239132,white
0,-0.916667,-0.309936,-0.350344,-0.200259,-0.35404,black
0.0416667,-0.833333,0.364628,0.134765,0.0634494,-0.280008,black
0.0833333,-0.416667,0.0370867,0.0719144,-0.0455033,-0.384975,white
0.0833333,-0.708333,0.00296803,0.0829428,0.0861423,0.0202904,black
0.0833333,-0.875,0.027835,0.202478,0.00711402,-0.485646,black
0.125,0,0.227039,0.138207,0.258783,-0.381492,white
0.125,-0.375,0.330202,-0.102437,0.14068,0.490475,black
0.166667,-0.0833333,-0.0333688,-0.198326,-0.00311749,-0.217095,black
0.166667,-0.666667,-0.418464,-0.509136,0.104947,0.88415,black
0.166667,-0.916667,-0.149705,0.0688491,0.328562,-0.161538,black
0.208333,-0.5,0.622414,-0.396159,0.0490602,-0.133554,black
0.208333,-0.791667,0.271789,0.400338,-0.149584,-0.00139495,black
0.25,-0.333333,-0.0229107,0.0331066,-0.0154791,0.264052,black
0.25,-0.708333,-0.111749,0.321257,0.0500671,-0.0377912,black
0.291667,-0.625,-0.325854,-0.125025,0.07929,0.0497797,black
0.333333,0,-0.131015,-0.210104,0.149643,0.261221,white
0.333333,-0.25,-0.280401,-0.196141,0.167514,0.193766,black
0.333333,-0.416667,0.17895,-0.0466028,-0.410379,-0.251651,black
0.333333,-0.833333,-0.324268,-0.111672,-0.324992,0.00839533,black
0.375,-0.0833333,0.327579,0.306733,-0.255249,-0.324923,white
0.375,-0.75,-0.250598,-0.31347,-0.114245,-0.17181,black
0.416667,-0.166667,0.175102,0.0576401,0.0900186,0.00995023,white
0.416667,-0.583333,-0.351544,0.0059144,-0.644611,-0.197371,black
0.458333,-0.25,0.302147,-0.106056,0.215365,-0.0433292,white
0.458333,-0.541667,0.266983,0.259577,-0.0561182,0.0264019,black
0.458333,-0.833333,-0.527787,-0.463723,0.187282,-0.133555,white
0.5,-0.25,0.438792,0.201031,0.175782,-0.62802,white
0.5,-0.833333,0.201165,0.00431492,-0.452447,-0.106011,white
0.541667,-0.583333,0.0162022,0.440774,-0.265331,-0.15082,white
0.541667,-0.666667,-0.160197,0.342695,-0.300299,-0.348165,white
0.583333,-0.416667,-0.190008,-0.22223,-0.237925,0.354128,white
0.583333,-0.666667,0.0890042,0.275469,-0.0247655,-0.290526,white
0.625,-0.458333,0.683357,0.293848,0.111681,-0.0579341,white
0.666667,-0.125,-0.227019,-0.52977,-0.262343,-0.0425962,white
0.666667,-0.416667,0.387171,0.100822,0.0689268,-0.344895,white
0.708333,-0.0833333,-0.0438952,-0.22023,-0.11403,0.214441,white
0.708333,-0.583333,0.21351,0.0361488,-0.384932,-0.350158,white
0.75,-0.0416667,0.112822,0.154286,-0.0855521,-0.301229,white
0.791667,-0.125,0.198733,0.654646,-0.396281,0.321386,white
0.791667,-0.458333,-0.0496445,-0.388275,0.0539003,-0.285148,white
0.833333,-0.166667,-0.128424,-0.10519,0.173565,-0.279842,white
0.875,-0.0416667,0.0497976,-0.288317,0.0579699,0.00626515,white
0.875,-0.375,0.636941,-0.183021,-0.0388217,-0.236649,white
0.916667,-0.208333,-0.464935,0.243724,-0.187407,0.0341618,white
0,-0.0833333,0.176146,-0.232797,0.0264624,-0.271807,black
0,-0.375,0.521549,-0.225604,-0.292359,0.519533,white
0,-0.583333,-0.0490135,0.0743267,0.0516439,-0.00343019,white
0,-0.833333,0.266656,0.0739594,-0.124314,0.0888119,black
-0.0416667,-0.25,0.0500753,0.235482,-0.017211,0.433928,black
-0.0833333,-0.0833333,-0.0015791,-0.433701,-0.148203,0.0524823,black
-0.0833333,-0.416667,0.241908,-0.371726,0.216954,-0.0511594,white
-0.0833333,-0.833333,-0.136693,-0.0752091,-0.111692,-0.121543,black
-0.125,-0.0833333,-0.448827,0.0763527,-0.0186448,-0.329285,black
-0.125,-0.5,-0.11848,-0.00116035,0.217455,-0.0897986,white
-0.125,-0.875,-0.673778,-0.104824,0.260582,0.368639,black
-0.166667,-0.0833333,0.244092,0.127672,-0.0571162,-0.486607,black
-0.166667,-0.583333,-0.290248,0.310569,0.141647,-0.038129,black
-0.166667,-0.916667,-0.123399,-0.541543,0.269724,0.099066,black
-0.208333,-0.375,0.0622378,0.0573806,-0.49771,-0.20181,black
-0.208333,-0.916667,0.364676,0.151576,-0.147163,-0.0538495,black
-0.25,-0.458333,-0.010469,-0.0444528,-0.192735,0.417739,black
-0.25,-0.833333,0.226385,0.100515,-0.110011,0.00592919,black
-0.291667,-0.166667,0.0100989,-0.373582,0.0038953,-0.174232,black
-0.291667,-0.625,0.256229,0.305365,0.116946,-0.260816,black
-0.333333,-0.125,0.0778853,-0.326159,0.0557097,-0.156939,black
-0.333333,-0.375,0.0762691,0.224548,0.272189,0.136976,black
-0.375,-0.0416667,-0.0588803,0.0483236,0.193447,0.107036,black
-0.375,-0.458333,-0.324139,-0.0500996,0.104939,0.17103,black
-0.375,-0.708333,-0.312266,0.304452,0.291316,0.38319,black
-0.416667,-0.416667,-0.0664296,-0.988429,-0.676912,0.0457414,black
-0.416667,-0.583333,0.590065,0.143051,-0.00325605,0.273148,black
-0.458333,-0.0833333,0.371133,0.00747194,0.00189309,0.847085,black
-0.458333,-0.416667,0.306163,-0.0492599,-0.403132,-0.130522,black
-0.458333,-0.791667,-0.0951338,0.550654,-0.304805,0.565917,black
-0.5,-0.5,-0.335148,0.172254,-0.363264,0.168568,black
-0.541667,-0.208333,-0.308658,0.367224,0.168094,0.156138,black
-0.541667,-0.625,0.172374,0.0824402,0.0656752,-0.196801,black
-0.583333,-0.166667,0.491178,0.258619,0.233562,-0.025748,black
-0.583333,-0.416667,-0.064858,0.386756,0.292609,-0.389206,black
-0.583333,-0.791667,0.14796,0.315003,0.68269,-0.0831185,black
-0.625,-0.541667,0.172537,-0.145292,0.028652,-0.337237,black
-0.666667,-0.208333,0.202707,-0.0316878,-0.774217,0.141534,black
-0.666667,-0.583333,0.387009,0.440716,0.264,-0.094155,black
-0.708333,-0.25,0.093278,-0.230776,-0.422456,0.06853,black
-0.708333,-0.416667,-0.569731,0.0184053,-0.430868,0.17451,black
-0.75,-0.208333,0.291126,0.139584,0.00339947,0.3825,black
-0.75,-0.583333,-0.222637,0.191509,-0.0181665,0.295156,black
-0.791667,-0.333333,-0.142394,-0.146673,-0.505947,-0.161344,black
-0.833333,-0.166667,0.034399,-0.14641,0.0828361,-0.35903,black
-0.833333,-0.5,0.272603,0.0940739,-0.272004,0.417992,black
-0.875,-0.375,0.0591569,0.073857,0.0393039,-0.0209915,black
-0.916667,-0.375,0.292209,0.730881,0.197715,-0.240286,black
0,0.0833333,-0.0616693,0.209965,-0.415,0.409006,white
0,0.541667,-0.421508,0.0748933,-0.296508,-0.199803,black
-0.0416667,0.125,-0.330962,-0.000313275,-0.261832,-0.315937,white
-0.0416667,0.833333,-0.262081,-0.287055,-0.143907,-0.018225,white
-0.0833333,0.0416667,-0.0442248,0.0662916,0.0508039,0.0383794,white
-0.0833333,0.416667,-0.330011,-0.15264,0.420551,-0.0208863,black
-0.0833333,0.958333,-0.32678,0.407325,-0.193514,-0.432147,white
-0.125,0,0.323136,0.156187,-0.227741,0.0942199,black
-0.125,0.625,-0.182959,-0.325477,-0.265399,-0.179421,white
-0.166667,0.166667,0.25479,0.0300813,-0.173719,-0.0443043,white
-0.166667,0.375,-0.215978,0.179829,-0.240779,-0.0818225,white
-0.166667,0.958333,-0.245947,-0.272934,-0.290651,0.101181,white
-0.208333,0.583333,0.0610726,0.171878,-0.266487,0.0774634,white
-0.208333,0.916667,-0.00515614,0.651036,-0.18223,0.131026,white
-0.25,0.0416667,-0.236332,-0.173363,0.302169,0.028136,black
-0.25,0.333333,-0.224383,-0.183256,0.0505389,-0.0888224,white
-0.25,0.666667,0.306754,0.290206,0.293805,0.0404424,white
-0.291667,0.416667,-0.136938,-0.360095,-0.360078,0.162979,white
-0.291667,0.583333,-0.131171,-0.121585,-0.462167,-0.0362575,white
-0.333333,0.625,-0.0613538,0.308603,0.199259,-0.120086,white
-0.375,0,-0.221941,0.796976,-0.481849,-0.472251,black
-0.375,0.25,0.391494,0.226102,-0.00571123,0.477234,white
-0.375,0.791667,0.0560718,0.180622,0.192346,-0.150171,white
-0.375,0.833333,-0.0546286,0.460458,-0.151422,-0.0237037,black
-0.416667,0.333333,0.159028,0.25075,-0.109921,0.0235757,white
-0.458333,0.0416667,0.234475,-0.240608,-0.102974,-0.0962189,black
-0.458333,0.541667,-0.212073,0.179616,0.761416,0.353473,white
-0.458333,0.833333,0.156299,-0.281991,0.127294,-0.414152,black
-0.5,0.208333,0.109342,0.633632,-0.234934,-0.17748,black
-0.5,0.541667,-0.615969,0.325585,0.409232,-0.133093,black
-0.541667,0.25,-0.142905,0.0458905,-0.0149862,-0.236022,black
-0.541667,0.541667,-0.0904225,-0.182279,0.246911,-0.0335192,black
